Player,GP,W%,SCPG,GPG,APG,SAPG,SHPG,Rating,Country
Sharp,39,"
    25.64%
  ","
    321.56
  ","
    0.62
  ","
    0.31
  ","
    1.56
  ","
    2.26
  ",0.89,dk
BRUNOVISQUII,148,"
    44.59%
  ","
    344.86
  ","
    0.48
  ","
    0.54
  ","
    1.53
  ","
    1.95
  ",0.88,br
pure,18,"
    38.89%
  ","
    354.94
  ","
    0.61
  ","
    0.56
  ","
    1.61
  ","
    1.83
  ",0.88,int
change,70,"
    40.00%
  ","
    320.63
  ","
    0.50
  ","
    0.56
  ","
    1.44
  ","
    1.80
  ",0.88,au
Kil,9,"
    33.33%
  ","
    362.78
  ","
    0.56
  ","
    0.67
  ","
    1.56
  ","
    2.11
  ",0.88,es
Delta,111,"
    51.35%
  ","
    328.73
  ","
    0.58
  ","
    0.50
  ","
    1.29
  ","
    2.49
  ",0.88,us
LeoDkn,91,"
    50.55%
  ","
    337.62
  ","
    0.51
  ","
    0.51
  ","
    1.67
  ","
    2.02
  ",0.88,br
Astroh,83,"
    43.37%
  ","
    354.83
  ","
    0.57
  ","
    0.47
  ","
    1.65
  ","
    2.17
  ",0.88,us
Iryzer,20,"
    45.00%
  ","
    330.10
  ","
    0.75
  ","
    0.35
  ","
    1.20
  ","
    2.85
  ",0.88,fr
Allushin,418,"
    50.96%
  ","
    332.31
  ","
    0.55
  ","
    0.52
  ","
    1.51
  ","
    2.32
  ",0.88,ca
0ver Zer0,63,"
    53.97%
  ","
    230.87
  ","
    0.60
  ","
    0.65
  ","
    1.14
  ","
    2.70
  ",0.88,us
al0t,381,"
    42.26%
  ","
    260.33
  ","
    0.61
  ","
    0.43
  ","
    1.25
  ","
    2.51
  ",0.88,se
korSki,11,"
    0.00%
  ","
    295.36
  ","
    0.82
  ","
    0.18
  ","
    1.27
  ","
    2.18
  ",0.88,int
The Optimistic Noob,3,"
    0.00%
  ","
    349.67
  ","
    0.33
  ","
    0.67
  ","
    2.00
  ","
    2.67
  ",0.88,int
XI,25,"
    40.00%
  ","
    365.48
  ","
    0.48
  ","
    0.52
  ","
    1.92
  ","
    2.36
  ",0.88,int
Dino,15,"
    40.00%
  ","
    352.00
  ","
    0.47
  ","
    0.60
  ","
    2.00
  ","
    1.87
  ",0.87,us
Skyline,104,"
    41.35%
  ","
    256.54
  ","
    0.53
  ","
    0.48
  ","
    1.53
  ","
    2.45
  ",0.87,ch
Arthur,11,"
    27.27%
  ","
    338.09
  ","
    0.36
  ","
    0.73
  ","
    1.64
  ","
    2.09
  ",0.87,int
Titanium,4,"
    75.00%
  ","
    349.00
  ","
    0.50
  ","
    1.00
  ","
    1.00
  ","
    3.00
  ",0.87,int
Sonic,11,"
    18.18%
  ","
    344.82
  ","
    0.36
  ","
    0.55
  ","
    1.73
  ","
    2.64
  ",0.87,int
miztik,313,"
    50.48%
  ","
    262.70
  ","
    0.55
  ","
    0.53
  ","
    1.42
  ","
    2.45
  ",0.87,gb
Alex161,82,"
    34.15%
  ","
    323.60
  ","
    0.45
  ","
    0.48
  ","
    1.62
  ","
    2.43
  ",0.87,de
Tvaristoo,29,"
    48.28%
  ","
    334.00
  ","
    0.59
  ","
    0.52
  ","
    1.17
  ","
    2.69
  ",0.87,int
TORRES8232,9,"
    33.33%
  ","
    370.56
  ","
    0.56
  ","
    0.44
  ","
    2.11
  ","
    2.44
  ",0.87,int
Luke,178,"
    46.63%
  ","
    332.97
  ","
    0.57
  ","
    0.46
  ","
    1.44
  ","
    2.34
  ",0.87,us
Dogu,96,"
    42.71%
  ","
    219.17
  ","
    0.60
  ","
    0.44
  ","
    1.63
  ","
    2.32
  ",0.87,nl
Sour,53,"
    37.74%
  ","
    340.36
  ","
    0.60
  ","
    0.45
  ","
    1.64
  ","
    2.09
  ",0.87,int
Buddy,64,"
    48.44%
  ","
    343.95
  ","
    0.53
  ","
    0.52
  ","
    1.41
  ","
    2.98
  ",0.87,us
Owen 0546,7,"
    14.29%
  ","
    388.43
  ","
    0.43
  ","
    0.29
  ","
    2.14
  ","
    1.86
  ",0.87,int
Viic,14,"
    14.29%
  ","
    349.71
  ","
    0.50
  ","
    0.29
  ","
    2.29
  ","
    1.57
  ",0.87,int
Sharvys,20,"
    45.00%
  ","
    350.45
  ","
    0.55
  ","
    0.45
  ","
    1.85
  ","
    1.60
  ",0.87,int
Tander,268,"
    69.03%
  ","
    323.31
  ","
    0.52
  ","
    0.54
  ","
    1.42
  ","
    2.34
  ",0.87,br
AlphaKep,205,"
    43.41%
  ","
    347.65
  ","
    0.55
  ","
    0.49
  ","
    1.53
  ","
    2.37
  ",0.87,us
Addzey,95,"
    40.00%
  ","
    242.33
  ","
    0.58
  ","
    0.54
  ","
    1.02
  ","
    2.32
  ",0.87,nz
yanD,74,"
    36.49%
  ","
    368.31
  ","
    0.49
  ","
    0.49
  ","
    1.72
  ","
    2.15
  ",0.87,br
Stokelyy,46,"
    41.30%
  ","
    339.07
  ","
    0.50
  ","
    0.46
  ","
    1.61
  ","
    2.13
  ",0.87,us
Wreckrez,21,"
    28.57%
  ","
    371.48
  ","
    0.62
  ","
    0.19
  ","
    2.05
  ","
    2.43
  ",0.87,int
Dave,16,"
    31.25%
  ","
    345.75
  ","
    0.56
  ","
    0.56
  ","
    1.31
  ","
    1.81
  ",0.87,sk
hughesy,8,"
    25.00%
  ","
    356.00
  ","
    0.50
  ","
    0.25
  ","
    1.75
  ","
    2.38
  ",0.87,int
Ness,61,"
    34.43%
  ","
    350.26
  ","
    0.49
  ","
    0.41
  ","
    1.80
  ","
    2.36
  ",0.87,int
Its Trueno,6,"
    50.00%
  ","
    314.67
  ","
    0.67
  ","
    0.67
  ","
    0.67
  ","
    2.33
  ",0.87,int
nudging,4,"
    25.00%
  ","
    344.75
  ","
    0.75
  ","
    0.00
  ","
    1.75
  ","
    1.75
  ",0.86,int
Roll Dizz,137,"
    39.42%
  ","
    342.47
  ","
    0.55
  ","
    0.34
  ","
    1.61
  ","
    2.33
  ",0.86,us
Timi,110,"
    40.91%
  ","
    233.68
  ","
    0.55
  ","
    0.45
  ","
    1.28
  ","
    2.45
  ",0.86,ca
fruity,441,"
    51.25%
  ","
    325.60
  ","
    0.51
  ","
    0.51
  ","
    1.48
  ","
    2.37
  ",0.86,dk
Justuszzz,18,"
    38.89%
  ","
    375.61
  ","
    0.44
  ","
    0.56
  ","
    1.89
  ","
    2.56
  ",0.86,nl
Gabriellost321,55,"
    29.09%
  ","
    347.87
  ","
    0.65
  ","
    0.29
  ","
    1.78
  ","
    2.36
  ",0.86,int
Low5ive,15,"
    46.67%
  ","
    192.00
  ","
    0.60
  ","
    0.47
  ","
    1.00
  ","
    2.33
  ",0.86,us
Sea-Bass,108,"
    29.63%
  ","
    298.13
  ","
    0.51
  ","
    0.40
  ","
    1.70
  ","
    2.31
  ",0.86,us
kinseh,242,"
    50.41%
  ","
    363.25
  ","
    0.56
  ","
    0.40
  ","
    1.86
  ","
    2.46
  ",0.86,us
Bork,8,"
    25.00%
  ","
    311.50
  ","
    0.75
  ","
    0.38
  ","
    0.88
  ","
    2.50
  ",0.86,us
ianpinheiro,93,"
    48.39%
  ","
    327.01
  ","
    0.54
  ","
    0.53
  ","
    1.30
  ","
    2.38
  ",0.86,br
Zensuz,61,"
    39.34%
  ","
    234.34
  ","
    0.52
  ","
    0.49
  ","
    1.59
  ","
    2.20
  ",0.86,se
Amoney,44,"
    27.27%
  ","
    217.84
  ","
    0.55
  ","
    0.32
  ","
    1.77
  ","
    1.86
  ",0.86,us
Tahz,94,"
    43.62%
  ","
    346.68
  ","
    0.54
  ","
    0.39
  ","
    1.81
  ","
    2.14
  ",0.86,nl
eren,29,"
    48.28%
  ","
    189.31
  ","
    0.48
  ","
    0.66
  ","
    1.07
  ","
    1.72
  ",0.86,au
Demo,56,"
    39.29%
  ","
    372.59
  ","
    0.52
  ","
    0.38
  ","
    1.93
  ","
    2.63
  ",0.86,us
Pirates,70,"
    41.43%
  ","
    349.43
  ","
    0.53
  ","
    0.44
  ","
    1.67
  ","
    2.24
  ",0.86,us
Lucas06,14,"
    35.71%
  ","
    365.21
  ","
    0.43
  ","
    0.43
  ","
    2.43
  ","
    1.71
  ",0.86,int
Tigreee,239,"
    43.93%
  ","
    330.22
  ","
    0.51
  ","
    0.47
  ","
    1.55
  ","
    2.49
  ",0.86,de
Spratt,82,"
    50.00%
  ","
    328.02
  ","
    0.59
  ","
    0.52
  ","
    1.38
  ","
    2.17
  ",0.86,au
MirrorWing,36,"
    36.11%
  ","
    343.72
  ","
    0.69
  ","
    0.31
  ","
    1.42
  ","
    2.58
  ",0.86,ch
JJPrezus,43,"
    32.56%
  ","
    348.21
  ","
    0.56
  ","
    0.40
  ","
    1.40
  ","
    2.49
  ",0.86,int
FTMHere,29,"
    44.83%
  ","
    339.66
  ","
    0.55
  ","
    0.55
  ","
    1.31
  ","
    2.76
  ",0.86,us
Gian,62,"
    56.45%
  ","
    351.97
  ","
    0.74
  ","
    0.26
  ","
    1.37
  ","
    2.68
  ",0.85,int
Cynical,93,"
    48.39%
  ","
    333.02
  ","
    0.55
  ","
    0.59
  ","
    1.49
  ","
    2.39
  ",0.85,gb
TopCheese,20,"
    35.00%
  ","
    357.95
  ","
    0.50
  ","
    0.45
  ","
    1.75
  ","
    2.50
  ",0.85,int
Hec,56,"
    41.07%
  ","
    349.63
  ","
    0.54
  ","
    0.50
  ","
    1.55
  ","
    2.16
  ",0.85,us
Sammy,28,"
    32.14%
  ","
    253.57
  ","
    0.36
  ","
    0.54
  ","
    2.04
  ","
    2.54
  ",0.85,au
Darou,9,"
    44.44%
  ","
    386.44
  ","
    0.56
  ","
    0.33
  ","
    1.89
  ","
    2.89
  ",0.85,int
Rexonik,3,"
    0.00%
  ","
    331.00
  ","
    0.33
  ","
    0.67
  ","
    1.00
  ","
    2.67
  ",0.85,int
LCT,22,"
    40.91%
  ","
    305.59
  ","
    0.77
  ","
    0.50
  ","
    0.86
  ","
    2.64
  ",0.85,id
Maadzz,31,"
    29.03%
  ","
    364.03
  ","
    0.55
  ","
    0.45
  ","
    1.68
  ","
    2.58
  ",0.85,no
Scream,47,"
    36.17%
  ","
    325.32
  ","
    0.45
  ","
    0.60
  ","
    1.34
  ","
    2.60
  ",0.85,de
Nachitow,69,"
    37.68%
  ","
    347.33
  ","
    0.49
  ","
    0.46
  ","
    1.62
  ","
    2.67
  ",0.85,es
Zanejackey,263,"
    46.39%
  ","
    231.92
  ","
    0.56
  ","
    0.50
  ","
    1.24
  ","
    2.17
  ",0.85,us
Artyrus,33,"
    42.42%
  ","
    347.39
  ","
    0.45
  ","
    0.52
  ","
    1.70
  ","
    2.42
  ",0.85,be
Eckhard,23,"
    30.43%
  ","
    321.43
  ","
    0.52
  ","
    0.52
  ","
    1.70
  ","
    2.09
  ",0.85,de
AppleCrash,29,"
    48.28%
  ","
    348.28
  ","
    0.52
  ","
    0.48
  ","
    1.69
  ","
    2.28
  ",0.85,int
tallie,56,"
    41.07%
  ","
    362.41
  ","
    0.57
  ","
    0.41
  ","
    1.71
  ","
    2.70
  ",0.84,int
whiss,22,"
    50.00%
  ","
    304.77
  ","
    0.55
  ","
    0.27
  ","
    1.77
  ","
    2.41
  ",0.84,au
SubHallz,43,"
    39.53%
  ","
    308.91
  ","
    0.42
  ","
    0.49
  ","
    1.53
  ","
    1.95
  ",0.84,int
Jessie,106,"
    38.68%
  ","
    220.21
  ","
    0.52
  ","
    0.54
  ","
    1.37
  ","
    2.07
  ",0.84,nl
DisLike,81,"
    38.27%
  ","
    331.57
  ","
    0.52
  ","
    0.40
  ","
    1.53
  ","
    2.26
  ",0.84,ar
Chilli,7,"
    0.00%
  ","
    335.00
  ","
    0.43
  ","
    0.57
  ","
    2.00
  ","
    1.57
  ",0.84,int
Vive,52,"
    50.00%
  ","
    276.71
  ","
    0.58
  ","
    0.42
  ","
    1.15
  ","
    2.21
  ",0.84,au
Envoy,8,"
    25.00%
  ","
    323.88
  ","
    0.50
  ","
    0.63
  ","
    1.38
  ","
    1.75
  ",0.84,int
JRodz,16,"
    31.25%
  ","
    341.06
  ","
    0.63
  ","
    0.44
  ","
    1.38
  ","
    3.06
  ",0.84,int
Luis,8,"
    50.00%
  ","
    190.63
  ","
    0.75
  ","
    0.38
  ","
    1.25
  ","
    2.13
  ",0.84,au
UmBroken,40,"
    42.50%
  ","
    350.52
  ","
    0.50
  ","
    0.25
  ","
    2.05
  ","
    2.00
  ",0.84,int
musty,17,"
    47.06%
  ","
    271.24
  ","
    0.53
  ","
    0.65
  ","
    1.06
  ","
    1.65
  ",0.83,int
Flare,6,"
    50.00%
  ","
    287.50
  ","
    0.50
  ","
    0.67
  ","
    1.17
  ","
    2.00
  ",0.83,int
Wells,40,"
    42.50%
  ","
    340.85
  ","
    0.53
  ","
    0.38
  ","
    1.70
  ","
    2.23
  ",0.83,br
Brisky,27,"
    48.15%
  ","
    325.70
  ","
    0.44
  ","
    0.59
  ","
    1.70
  ","
    1.96
  ",0.83,int
Stocki,3,"
    0.00%
  ","
    366.67
  ","
    0.67
  ","
    0.00
  ","
    1.67
  ","
    3.00
  ",0.83,ch
Cruzza,29,"
    27.59%
  ","
    313.28
  ","
    0.48
  ","
    0.48
  ","
    1.55
  ","
    1.90
  ",0.83,au
LiFox,23,"
    30.43%
  ","
    406.70
  ","
    0.35
  ","
    0.39
  ","
    2.26
  ","
    3.39
  ",0.83,de
Godsmilla,242,"
    48.76%
  ","
    331.03
  ","
    0.51
  ","
    0.47
  ","
    1.55
  ","
    2.45
  ",0.83,de
Reganam,5,"
    60.00%
  ","
    146.00
  ","
    0.80
  ","
    0.60
  ","
    0.60
  ","
    1.20
  ",0.83,no
Shadow,122,"
    35.25%
  ","
    353.18
  ","
    0.49
  ","
    0.42
  ","
    1.78
  ","
    2.39
  ",0.83,us
GaTox,31,"
    32.26%
  ","
    295.32
  ","
    0.58
  ","
    0.23
  ","
    1.29
  ","
    2.26
  ",0.83,cl
Tobee,22,"
    40.91%
  ","
    334.09
  ","
    0.59
  ","
    0.45
  ","
    1.55
  ","
    2.59
  ",0.82,int
ayLucky,12,"
    25.00%
  ","
    291.42
  ","
    0.67
  ","
    0.33
  ","
    1.17
  ","
    2.25
  ",0.82,int
Karma,151,"
    32.45%
  ","
    324.12
  ","
    0.44
  ","
    0.40
  ","
    1.62
  ","
    2.27
  ",0.82,us
taingerz,17,"
    29.41%
  ","
    324.24
  ","
    0.59
  ","
    0.47
  ","
    1.35
  ","
    2.00
  ",0.82,int
Seeb,5,"
    60.00%
  ","
    267.60
  ","
    0.40
  ","
    0.80
  ","
    1.00
  ","
    1.80
  ",0.82,no
Jimby,11,"
    45.45%
  ","
    271.91
  ","
    0.55
  ","
    0.64
  ","
    0.91
  ","
    1.73
  ",0.82,int
Dootsi,27,"
    25.93%
  ","
    308.22
  ","
    0.37
  ","
    0.56
  ","
    1.59
  ","
    2.30
  ",0.82,int
JosherSquasher,18,"
    33.33%
  ","
    388.17
  ","
    0.39
  ","
    0.33
  ","
    2.44
  ","
    1.78
  ",0.82,int
Vafele,5,"
    40.00%
  ","
    173.00
  ","
    0.60
  ","
    0.40
  ","
    0.60
  ","
    2.00
  ",0.82,us
TyNotTyler,125,"
    34.40%
  ","
    305.62
  ","
    0.44
  ","
    0.43
  ","
    1.59
  ","
    2.58
  ",0.82,us
MummiSnow,34,"
    32.35%
  ","
    244.85
  ","
    0.41
  ","
    0.50
  ","
    1.41
  ","
    2.06
  ",0.82,dk
HP,3,"
    0.00%
  ","
    272.33
  ","
    0.00
  ","
    1.00
  ","
    1.00
  ","
    3.00
  ",0.82,int
Kevin07,53,"
    37.74%
  ","
    328.28
  ","
    0.60
  ","
    0.30
  ","
    1.42
  ","
    2.15
  ",0.81,int
Flarke,24,"
    20.83%
  ","
    214.38
  ","
    0.58
  ","
    0.25
  ","
    1.42
  ","
    1.92
  ",0.81,se
kilEak,5,"
    0.00%
  ","
    197.00
  ","
    0.60
  ","
    0.20
  ","
    1.00
  ","
    2.60
  ",0.81,no
KyRo,34,"
    44.12%
  ","
    335.82
  ","
    0.50
  ","
    0.50
  ","
    1.44
  ","
    2.18
  ",0.81,int
Lubby,18,"
    38.89%
  ","
    309.33
  ","
    0.61
  ","
    0.33
  ","
    1.39
  ","
    2.33
  ",0.81,int
Trex,31,"
    29.03%
  ","
    337.06
  ","
    0.58
  ","
    0.26
  ","
    1.81
  ","
    2.23
  ",0.81,int
Skyy,18,"
    27.78%
  ","
    351.67
  ","
    0.39
  ","
    0.44
  ","
    2.00
  ","
    2.11
  ",0.81,pt
Decxp,44,"
    36.36%
  ","
    322.20
  ","
    0.59
  ","
    0.30
  ","
    1.50
  ","
    2.27
  ",0.80,us
pants,16,"
    31.25%
  ","
    320.81
  ","
    0.81
  ","
    0.19
  ","
    1.13
  ","
    2.13
  ",0.80,int
Gonk,110,"
    30.91%
  ","
    301.51
  ","
    0.43
  ","
    0.43
  ","
    1.25
  ","
    2.05
  ",0.80,cl
crave,11,"
    18.18%
  ","
    290.45
  ","
    0.36
  ","
    0.45
  ","
    1.36
  ","
    2.18
  ",0.80,int
Flasheeyy,56,"
    35.71%
  ","
    330.73
  ","
    0.38
  ","
    0.52
  ","
    1.52
  ","
    2.04
  ",0.80,br
DanzhizzLe,29,"
    34.48%
  ","
    209.14
  ","
    0.45
  ","
    0.41
  ","
    1.28
  ","
    2.28
  ",0.80,nl
Sebadam,88,"
    36.36%
  ","
    275.52
  ","
    0.50
  ","
    0.45
  ","
    1.42
  ","
    2.00
  ",0.80,gb
Blimp,21,"
    28.57%
  ","
    305.33
  ","
    0.38
  ","
    0.52
  ","
    1.67
  ","
    2.19
  ",0.80,int
Royales,74,"
    36.49%
  ","
    328.31
  ","
    0.57
  ","
    0.32
  ","
    1.45
  ","
    2.14
  ",0.80,br
obebluee,7,"
    28.57%
  ","
    338.00
  ","
    0.71
  ","
    0.14
  ","
    1.00
  ","
    2.57
  ",0.80,int
Pluto,139,"
    51.08%
  ","
    210.46
  ","
    0.47
  ","
    0.47
  ","
    1.33
  ","
    1.89
  ",0.80,us
Beastaboniam,111,"
    51.35%
  ","
    331.40
  ","
    0.48
  ","
    0.44
  ","
    1.60
  ","
    2.23
  ",0.80,us
Smiths,5,"
    40.00%
  ","
    273.00
  ","
    0.60
  ","
    0.00
  ","
    1.40
  ","
    1.80
  ",0.79,au
Ninja23509,74,"
    36.49%
  ","
    339.28
  ","
    0.53
  ","
    0.34
  ","
    1.80
  ","
    2.12
  ",0.79,br
Harps,13,"
    23.08%
  ","
    357.77
  ","
    0.46
  ","
    0.23
  ","
    2.08
  ","
    2.46
  ",0.79,int
Gekkenman,8,"
    25.00%
  ","
    351.13
  ","
    0.50
  ","
    0.13
  ","
    2.00
  ","
    1.63
  ",0.79,int
Halcyon,25,"
    16.00%
  ","
    203.80
  ","
    0.44
  ","
    0.28
  ","
    1.36
  ","
    2.16
  ",0.79,us
Hectic,26,"
    38.46%
  ","
    208.85
  ","
    0.42
  ","
    0.19
  ","
    1.77
  ","
    1.73
  ",0.79,au
Lunation,34,"
    14.71%
  ","
    206.03
  ","
    0.53
  ","
    0.59
  ","
    1.24
  ","
    2.21
  ",0.79,gb
apL,12,"
    25.00%
  ","
    319.58
  ","
    0.58
  ","
    0.33
  ","
    1.33
  ","
    2.25
  ",0.79,int
fishhr,18,"
    33.33%
  ","
    325.83
  ","
    0.50
  ","
    0.33
  ","
    1.61
  ","
    1.94
  ",0.79,int
JZR,9,"
    66.67%
  ","
    233.89
  ","
    0.56
  ","
    0.33
  ","
    1.33
  ","
    2.67
  ",0.79,fi
durtho,2,"
    0.00%
  ","
    320.50
  ","
    0.50
  ","
    0.00
  ","
    1.50
  ","
    1.00
  ",0.78,int
RuBiiX,69,"
    40.58%
  ","
    332.01
  ","
    0.39
  ","
    0.51
  ","
    1.67
  ","
    2.10
  ",0.78,es
Satthew,262,"
    43.13%
  ","
    294.18
  ","
    0.45
  ","
    0.47
  ","
    1.22
  ","
    2.22
  ",0.78,us
Bacon,18,"
    33.33%
  ","
    336.61
  ","
    0.39
  ","
    0.44
  ","
    1.89
  ","
    1.94
  ",0.78,int
KnS,38,"
    21.05%
  ","
    332.37
  ","
    0.53
  ","
    0.29
  ","
    1.66
  ","
    2.26
  ",0.78,int
GingerNinjaDT9,29,"
    17.24%
  ","
    192.93
  ","
    0.66
  ","
    0.38
  ","
    1.00
  ","
    2.45
  ",0.78,gb
johnn,3,"
    100.00%
  ","
    285.67
  ","
    0.67
  ","
    0.67
  ","
    0.33
  ","
    2.00
  ",0.78,int
Cyrexal,78,"
    48.72%
  ","
    321.81
  ","
    0.46
  ","
    0.37
  ","
    1.68
  ","
    1.87
  ",0.77,int
Angel,3,"
    33.33%
  ","
    322.33
  ","
    0.67
  ","
    0.00
  ","
    1.33
  ","
    3.33
  ",0.77,us
Manteca,12,"
    33.33%
  ","
    288.75
  ","
    0.67
  ","
    0.42
  ","
    1.00
  ","
    2.58
  ",0.77,ar
Zest,37,"
    24.32%
  ","
    240.35
  ","
    0.43
  ","
    0.38
  ","
    1.43
  ","
    1.81
  ",0.77,au
MD,15,"
    33.33%
  ","
    321.27
  ","
    0.73
  ","
    0.27
  ","
    0.93
  ","
    3.13
  ",0.77,de
Chr1s,59,"
    49.15%
  ","
    294.07
  ","
    0.51
  ","
    0.36
  ","
    1.29
  ","
    2.46
  ",0.77,int
Valisk,27,"
    25.93%
  ","
    351.04
  ","
    0.33
  ","
    0.41
  ","
    2.15
  ","
    2.59
  ",0.77,int
Sweeper,2,"
    50.00%
  ","
    458.00
  ","
    0.00
  ","
    0.50
  ","
    2.50
  ","
    3.50
  ",0.76,int
ClayX,34,"
    35.29%
  ","
    288.76
  ","
    0.44
  ","
    0.53
  ","
    1.24
  ","
    2.35
  ",0.76,es
Inferno,18,"
    27.78%
  ","
    333.61
  ","
    0.50
  ","
    0.22
  ","
    2.00
  ","
    2.50
  ",0.76,no
Kryptos,91,"
    46.15%
  ","
    307.57
  ","
    0.42
  ","
    0.48
  ","
    1.35
  ","
    2.26
  ",0.76,de
WarBean,20,"
    35.00%
  ","
    328.55
  ","
    0.50
  ","
    0.40
  ","
    1.45
  ","
    1.85
  ",0.76,int
Toe,4,"
    25.00%
  ","
    306.00
  ","
    0.25
  ","
    0.50
  ","
    1.75
  ","
    1.00
  ",0.76,ca
Tehda,30,"
    40.00%
  ","
    306.87
  ","
    0.37
  ","
    0.50
  ","
    1.53
  ","
    1.87
  ",0.75,gb
Jaffar,8,"
    25.00%
  ","
    382.25
  ","
    0.38
  ","
    0.38
  ","
    1.63
  ","
    2.25
  ",0.75,int
Continuum,55,"
    23.64%
  ","
    201.36
  ","
    0.51
  ","
    0.33
  ","
    1.36
  ","
    2.02
  ",0.75,ch
Wesley,7,"
    14.29%
  ","
    351.29
  ","
    0.43
  ","
    0.29
  ","
    1.86
  ","
    1.29
  ",0.75,int
tvaristo,16,"
    31.25%
  ","
    311.94
  ","
    0.56
  ","
    0.38
  ","
    1.19
  ","
    2.75
  ",0.75,int
Anti,8,"
    25.00%
  ","
    250.88
  ","
    0.63
  ","
    0.25
  ","
    0.88
  ","
    2.38
  ",0.75,int
Emre,10,"
    40.00%
  ","
    336.60
  ","
    0.50
  ","
    0.30
  ","
    1.70
  ","
    1.70
  ",0.75,de
Mout,1,"
    100.00%
  ","
    345.00
  ","
    0.00
  ","
    1.00
  ","
    1.00
  ","
    2.00
  ",0.75,fr
Jkow,17,"
    29.41%
  ","
    349.12
  ","
    0.35
  ","
    0.47
  ","
    1.41
  ","
    2.76
  ",0.75,int
WaddyZ,3,"
    0.00%
  ","
    266.00
  ","
    1.00
  ","
    0.00
  ","
    0.67
  ","
    2.67
  ",0.75,int
Fireworks,18,"
    33.33%
  ","
    197.50
  ","
    0.56
  ","
    0.33
  ","
    1.28
  ","
    2.11
  ",0.75,us
DudeWithTheNose,25,"
    20.00%
  ","
    325.64
  ","
    0.28
  ","
    0.24
  ","
    1.96
  ","
    1.60
  ",0.75,ca
Shamzi,6,"
    16.67%
  ","
    307.67
  ","
    0.33
  ","
    0.17
  ","
    2.00
  ","
    1.33
  ",0.75,int
Church,6,"
    0.00%
  ","
    300.50
  ","
    0.67
  ","
    0.00
  ","
    1.17
  ","
    1.83
  ",0.75,int
Skux,14,"
    14.29%
  ","
    290.00
  ","
    0.36
  ","
    0.50
  ","
    1.36
  ","
    1.79
  ",0.74,int
ostyn,35,"
    34.29%
  ","
    314.09
  ","
    0.29
  ","
    0.54
  ","
    1.54
  ","
    1.49
  ",0.74,us
DavInsano,85,"
    25.88%
  ","
    314.24
  ","
    0.39
  ","
    0.38
  ","
    1.59
  ","
    1.80
  ",0.74,br
junglies,11,"
    18.18%
  ","
    286.91
  ","
    0.36
  ","
    0.27
  ","
    1.36
  ","
    2.73
  ",0.74,int
klaus,9,"
    33.33%
  ","
    304.22
  ","
    0.33
  ","
    0.44
  ","
    1.11
  ","
    2.33
  ",0.74,int
Elko,7,"
    28.57%
  ","
    323.00
  ","
    0.43
  ","
    0.29
  ","
    1.43
  ","
    1.86
  ",0.73,int
EleXiT,9,"
    0.00%
  ","
    386.44
  ","
    0.22
  ","
    0.22
  ","
    2.89
  ","
    1.67
  ",0.73,int
Slush,9,"
    0.00%
  ","
    270.44
  ","
    0.44
  ","
    0.22
  ","
    1.44
  ","
    1.78
  ",0.73,int
Kisai,14,"
    21.43%
  ","
    345.00
  ","
    0.50
  ","
    0.07
  ","
    2.07
  ","
    2.21
  ",0.73,int
Aza,63,"
    44.44%
  ","
    287.14
  ","
    0.40
  ","
    0.51
  ","
    1.00
  ","
    1.98
  ",0.73,au
nerd,24,"
    25.00%
  ","
    187.50
  ","
    0.46
  ","
    0.17
  ","
    1.67
  ","
    1.71
  ",0.73,au
Bubbley,3,"
    0.00%
  ","
    357.00
  ","
    0.33
  ","
    0.33
  ","
    1.67
  ","
    2.33
  ",0.73,int
Leviathan,68,"
    52.94%
  ","
    302.96
  ","
    0.54
  ","
    0.31
  ","
    1.16
  ","
    2.38
  ",0.73,au
Chronic,30,"
    43.33%
  ","
    349.63
  ","
    0.33
  ","
    0.27
  ","
    1.90
  ","
    2.07
  ",0.73,int
OneTwoFour,3,"
    0.00%
  ","
    294.00
  ","
    0.33
  ","
    0.33
  ","
    2.00
  ","
    2.00
  ",0.73,int
Doomayn,6,"
    0.00%
  ","
    328.83
  ","
    0.33
  ","
    0.50
  ","
    1.83
  ","
    1.83
  ",0.73,de
Storm,8,"
    25.00%
  ","
    291.13
  ","
    0.25
  ","
    0.50
  ","
    1.63
  ","
    1.63
  ",0.72,int
CPMolden,18,"
    33.33%
  ","
    283.11
  ","
    0.44
  ","
    0.44
  ","
    1.00
  ","
    2.44
  ",0.72,int
Nef,3,"
    0.00%
  ","
    280.67
  ","
    0.67
  ","
    0.00
  ","
    1.00
  ","
    2.00
  ",0.72,int
Noizee,37,"
    18.92%
  ","
    267.38
  ","
    0.35
  ","
    0.22
  ","
    1.70
  ","
    1.76
  ",0.72,au
RevogaS,38,"
    21.05%
  ","
    316.55
  ","
    0.37
  ","
    0.34
  ","
    1.79
  ","
    1.82
  ",0.72,int
Creamz,14,"
    14.29%
  ","
    346.86
  ","
    0.14
  ","
    0.64
  ","
    2.36
  ","
    1.64
  ",0.72,ca
Plots,7,"
    14.29%
  ","
    320.71
  ","
    0.29
  ","
    0.29
  ","
    2.14
  ","
    1.00
  ",0.72,int
falss,49,"
    36.73%
  ","
    313.04
  ","
    0.37
  ","
    0.33
  ","
    1.65
  ","
    1.98
  ",0.72,mx
taysech,4,"
    25.00%
  ","
    317.75
  ","
    0.50
  ","
    0.25
  ","
    1.25
  ","
    3.50
  ",0.72,int
